MJD;Year;Month;Day;Type;X;sigma_X;Y;sigma_Y;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
43134;1976;12;22;;-0.033403;0.015000;0.075197;0.015000;;-0.3088705;0.0019000;0.0026650;0.0007000;;0.029050;0.005000;0.000338;0.002000;;;;
43135;1976;12;23;;-0.037403;0.015000;0.075697;0.015000;;-0.3115666;0.0019000;0.0027230;0.0007000;;0.029215;0.005000;0.000524;0.002000;;;;
43136;1976;12;24;;-0.041402;0.015000;0.076298;0.015000;;-0.3143167;0.0019000;0.0027830;0.0007000;;0.029567;0.005000;0.000507;0.002000;;;;
43137;1976;12;25;;-0.045302;0.015000;0.076898;0.015000;;-0.3171259;0.0019000;0.0028290;0.0007000;;0.029819;0.005000;0.000366;0.002000;;;;
43138;1976;12;26;;-0.049202;0.015000;0.077598;0.015000;;-0.3199610;0.0019000;0.0028360;0.0007000;;0.029737;0.005000;0.000270;0.002000;;;;
43139;1976;12;27;;-0.053201;0.015000;0.078399;0.015000;;-0.3227861;0.0019000;0.0028070;0.0007000;;0.029436;0.005000;0.000275;0.002000;;;;
43140;1976;12;28;;-0.057101;0.015000;0.079199;0.015000;;-0.3255753;0.0019000;0.0027570;0.0007000;;0.029204;0.005000;0.000321;0.002000;;;;
43141;1976;12;29;;-0.060901;0.015000;0.080099;0.015000;;-0.3282924;0.0019000;0.0026850;0.0007000;;0.029143;0.005000;0.000341;0.002000;;;;
43142;1976;12;30;;-0.064801;0.015000;0.081099;0.015000;;-0.3309315;0.0019000;0.0026010;0.0007000;;0.029151;0.005000;0.000325;0.002000;;;;
43143;1976;12;31;;-0.068600;0.015000;0.082100;0.015000;;-0.3334846;0.0019000;0.0025150;0.0007000;;0.029165;0.005000;0.000307;0.002000;;;;
43144;1977;01;01;;-0.072400;0.015000;0.083200;0.015000;;0.6640352;0.0019000;0.0024390;0.0007000;;0.029234;0.005000;0.000312;0.002000;;;;
43145;1977;01;02;;-0.076200;0.015000;0.084400;0.015000;;0.6616291;0.0019000;0.0023880;0.0007000;;0.029355;0.005000;0.000345;0.002000;;;;
43146;1977;01;03;;-0.079899;0.015000;0.085701;0.015000;;0.6592480;0.0019000;0.0023700;0.0007000;;0.029422;0.005000;0.000388;0.002000;;;;
43147;1977;01;04;;-0.083599;0.015000;0.087001;0.015000;;0.6568658;0.0019000;0.0024020;0.0007000;;0.029381;0.005000;0.000400;0.002000;;;;
43148;1977;01;05;;-0.087299;0.015000;0.088401;0.015000;;0.6544407;0.0019000;0.0024650;0.0007000;;0.029356;0.005000;0.000336;0.002000;;;;
43149;1977;01;06;;-0.090899;0.015000;0.089901;0.015000;;0.6519226;0.0019000;0.0025680;0.0007000;;0.029502;0.005000;0.000197;0.002000;;;;
43150;1977;01;07;;-0.094498;0.015000;0.091502;0.015000;;0.6492834;0.0019000;0.0027130;0.0007000;;0.029786;0.005000;0.000052;0.002000;;;;
43151;1977;01;08;;-0.098098;0.015000;0.093102;0.015000;;0.6465003;0.0019000;0.0028630;0.0007000;;0.030007;0.005000;-0.000002;0.002000;;;;
43152;1977;01;09;;-0.101598;0.015000;0.094802;0.015000;;0.6435602;0.0019000;0.0030050;0.0007000;;0.030032;0.005000;0.000080;0.002000;;;;
43153;1977;01;10;;-0.105098;0.015000;0.096602;0.015000;;0.6405021;0.0019000;0.0031140;0.0007000;;0.029928;0.005000;0.000266;0.002000;;;;
43154;1977;01;11;;-0.108497;0.015000;0.098403;0.015000;;0.6373489;0.0019000;0.0031720;0.0007000;;0.029829;0.005000;0.000494;0.002000;;;;
43155;1977;01;12;;-0.111897;0.015000;0.100303;0.015000;;0.6341788;0.0019000;0.0031700;0.0007000;;0.029764;0.005000;0.000726;0.002000;;;;
43156;1977;01;13;;-0.115297;0.015000;0.102303;0.015000;;0.6310277;0.0019000;0.0031130;0.0007000;;0.029652;0.005000;0.000923;0.002000;;;;
43157;1977;01;14;;-0.118596;0.015000;0.104404;0.015000;;0.6279635;0.0019000;0.0030100;0.0007000;;0.029423;0.005000;0.000995;0.002000;;;;
43158;1977;01;15;;-0.121896;0.015000;0.106504;0.015000;;0.6250104;0.0019000;0.0029070;0.0007000;;0.029109;0.005000;0.000837;0.002000;;;;
43159;1977;01;16;;-0.125196;0.015000;0.108704;0.015000;;0.6221523;0.0019000;0.0028170;0.0007000;;0.028816;0.005000;0.000465;0.002000;;;;
43160;1977;01;17;;-0.128396;0.015000;0.111004;0.015000;;0.6193602;0.0019000;0.0027760;0.0007000;;0.028637;0.005000;0.000092;0.002000;;;;
43161;1977;01;18;;-0.131595;0.015000;0.113305;0.015000;;0.6165790;0.0019000;0.0027850;0.0007000;;0.028599;0.005000;-0.000020;0.002000;;;;
43162;1977;01;19;;-0.134795;0.015000;0.115705;0.015000;;0.6137639;0.0019000;0.0028520;0.0007000;;0.028693;0.005000;0.000192;0.002000;;;;
43163;1977;01;20;;-0.137895;0.015000;0.118105;0.015000;;0.6108678;0.0019000;0.0029300;0.0007000;;0.028890;0.005000;0.000528;0.002000;;;;
43164;1977;01;21;;-0.140995;0.015000;0.120605;0.015000;;0.6078976;0.0019000;0.0030050;0.0007000;;0.029106;0.005000;0.000711;0.002000;;;;
43165;1977;01;22;;-0.144094;0.015000;0.123106;0.015000;;0.6048795;0.0019000;0.0030330;0.0007000;;0.029213;0.005000;0.000635;0.002000;;;;
43166;1977;01;23;;-0.147094;0.015000;0.125806;0.015000;;0.6018584;0.0019000;0.0030140;0.0007000;;0.029137;0.005000;0.000401;0.002000;;;;
43167;1977;01;24;;-0.150094;0.015000;0.128406;0.015000;;0.5988762;0.0019000;0.0029530;0.0007000;;0.028939;0.005000;0.000179;0.002000;;;;
43168;1977;01;25;;-0.152993;0.015000;0.131107;0.015000;;0.5959701;0.0019000;0.0028540;0.0007000;;0.028738;0.005000;0.000053;0.002000;;;;
43169;1977;01;26;;-0.155893;0.015000;0.133907;0.015000;;0.5931640;0.0019000;0.0027470;0.0007000;;0.028593;0.005000;-0.000013;0.002000;;;;
43170;1977;01;27;;-0.158793;0.015000;0.136707;0.015000;;0.5904778;0.0019000;0.0026340;0.0007000;;0.028506;0.005000;-0.000093;0.002000;;;;
43171;1977;01;28;;-0.161693;0.015000;0.139607;0.015000;;0.5878927;0.0019000;0.0025280;0.0007000;;0.028502;0.005000;-0.000206;0.002000;;;;
43172;1977;01;29;;-0.164492;0.015000;0.142508;0.015000;;0.5854146;0.0019000;0.0024430;0.0007000;;0.028622;0.005000;-0.000293;0.002000;;;;
43173;1977;01;30;;-0.167292;0.015000;0.145408;0.015000;;0.5829965;0.0019000;0.0023890;0.0007000;;0.028829;0.005000;-0.000292;0.002000;;;;
43174;1977;01;31;;-0.169992;0.015000;0.148408;0.015000;;0.5806223;0.0019000;0.0023770;0.0007000;;0.028988;0.005000;-0.000221;0.002000;;;;
43175;1977;02;01;;-0.172692;0.015000;0.151408;0.015000;;0.5782372;0.0019000;0.0024090;0.0007000;;0.029016;0.005000;-0.000183;0.002000;;;;
43176;1977;02;02;;-0.175391;0.015000;0.154509;0.015000;;0.5757991;0.0019000;0.0024740;0.0007000;;0.028999;0.005000;-0.000272;0.002000;;;;
43177;1977;02;03;;-0.177991;0.015000;0.157709;0.015000;;0.5732659;0.0019000;0.0025880;0.0007000;;0.029107;0.005000;-0.000467;0.002000;;;;
43178;1977;02;04;;-0.180591;0.015000;0.160809;0.015000;;0.5706048;0.0019000;0.0027250;0.0007000;;0.029385;0.005000;-0.000624;0.002000;;;;
43179;1977;02;05;;-0.183190;0.015000;0.164010;0.015000;;0.5678047;0.0019000;0.0028630;0.0007000;;0.029679;0.005000;-0.000612;0.002000;;;;
43180;1977;02;06;;-0.185690;0.015000;0.167310;0.015000;;0.5648885;0.0019000;0.0029710;0.0007000;;0.029792;0.005000;-0.000439;0.002000;;;;
43181;1977;02;07;;-0.188190;0.015000;0.170610;0.015000;;0.5618814;0.0019000;0.0030230;0.0007000;;0.029683;0.005000;-0.000239;0.002000;;;;
43182;1977;02;08;;-0.190590;0.015000;0.173910;0.015000;;0.5588563;0.0019000;0.0030140;0.0007000;;0.029479;0.005000;-0.000139;0.002000;;;;
43183;1977;02;09;;-0.192989;0.015000;0.177311;0.015000;;0.5558831;0.0019000;0.0029320;0.0007000;;0.029330;0.005000;-0.000151;0.002000;;;;
43184;1977;02;10;;-0.195289;0.015000;0.180711;0.015000;;0.5530070;0.0019000;0.0028070;0.0007000;;0.029254;0.005000;-0.000207;0.002000;;;;
43185;1977;02;11;;-0.197589;0.015000;0.184111;0.015000;;0.5502639;0.0019000;0.0026810;0.0007000;;0.029148;0.005000;-0.000279;0.002000;;;;
43186;1977;02;12;;-0.199889;0.015000;0.187611;0.015000;;0.5476487;0.0019000;0.0025650;0.0007000;;0.028928;0.005000;-0.000420;0.002000;;;;
43187;1977;02;13;;-0.202088;0.015000;0.191112;0.015000;;0.5451186;0.0019000;0.0025040;0.0007000;;0.028645;0.005000;-0.000670;0.002000;;;;
43188;1977;02;14;;-0.204188;0.015000;0.194712;0.015000;;0.5426215;0.0019000;0.0025000;0.0007000;;0.028451;0.005000;-0.000945;0.002000;;;;
43189;1977;02;15;;-0.206288;0.015000;0.198212;0.015000;;0.5400904;0.0019000;0.0025600;0.0007000;;0.028457;0.005000;-0.001073;0.002000;;;;
43190;1977;02;16;;-0.208287;0.015000;0.201813;0.015000;;0.5374792;0.0019000;0.0026550;0.0007000;;0.028619;0.005000;-0.000959;0.002000;;;;
43191;1977;02;17;;-0.210287;0.015000;0.205413;0.015000;;0.5347681;0.0019000;0.0027660;0.0007000;;0.028788;0.005000;-0.000696;0.002000;;;;
43192;1977;02;18;;-0.212187;0.015000;0.209113;0.015000;;0.5319660;0.0019000;0.0028420;0.0007000;;0.028854;0.005000;-0.000508;0.002000;;;;
43193;1977;02;19;;-0.214087;0.015000;0.212713;0.015000;;0.5290978;0.0019000;0.0028850;0.0007000;;0.028835;0.005000;-0.000559;0.002000;;;;
43194;1977;02;20;;-0.215886;0.015000;0.216414;0.015000;;0.5262117;0.0019000;0.0028800;0.0007000;;0.028806;0.005000;-0.000830;0.002000;;;;
43195;1977;02;21;;-0.217586;0.015000;0.220114;0.015000;;0.5233516;0.0019000;0.0028340;0.0007000;;0.028780;0.005000;-0.001160;0.002000;;;;
43196;1977;02;22;;-0.219286;0.015000;0.223814;0.015000;;0.5205614;0.0019000;0.0027630;0.0007000;;0.028704;0.005000;-0.001402;0.002000;;;;
43197;1977;02;23;;-0.220886;0.015000;0.227514;0.015000;;0.5178393;0.0019000;0.0026790;0.0007000;;0.028565;0.005000;-0.001538;0.002000;;;;
43198;1977;02;24;;-0.222385;0.015000;0.231215;0.015000;;0.5152112;0.0019000;0.0025870;0.0007000;;0.028446;0.005000;-0.001645;0.002000;;;;
43199;1977;02;25;;-0.223785;0.015000;0.235015;0.015000;;0.5126590;0.0019000;0.0025200;0.0007000;;0.028450;0.005000;-0.001782;0.002000;;;;
43200;1977;02;26;;-0.225185;0.015000;0.238715;0.015000;;0.5101619;0.0019000;0.0024790;0.0007000;;0.028604;0.005000;-0.001906;0.002000;;;;
43201;1977;02;27;;-0.226484;0.015000;0.242416;0.015000;;0.5076868;0.0019000;0.0024670;0.0007000;;0.028840;0.005000;-0.001917;0.002000;;;;
43202;1977;02;28;;-0.227684;0.015000;0.246116;0.015000;;0.5052026;0.0019000;0.0025100;0.0007000;;0.029074;0.005000;-0.001788;0.002000;;;;
43203;1977;03;01;;-0.228884;0.015000;0.249816;0.015000;;0.5026605;0.0019000;0.0025900;0.0007000;;0.029249;0.005000;-0.001636;0.002000;;;;
43204;1977;03;02;;-0.229884;0.015000;0.253516;0.015000;;0.5000074;0.0019000;0.0027130;0.0007000;;0.029348;0.005000;-0.001633;0.002000;;;;
43205;1977;03;03;;-0.230883;0.015000;0.257217;0.015000;;0.4972222;0.0019000;0.0028710;0.0007000;;0.029410;0.005000;-0.001825;0.002000;;;;
43206;1977;03;04;;-0.231783;0.015000;0.260817;0.015000;;0.4942701;0.0019000;0.0030340;0.0007000;;0.029519;0.005000;-0.002051;0.002000;;;;
43207;1977;03;05;;-0.232583;0.015000;0.264517;0.015000;;0.4911490;0.0019000;0.0031940;0.0007000;;0.029720;0.005000;-0.002090;0.002000;;;;
43208;1977;03;06;;-0.233283;0.015000;0.268217;0.015000;;0.4878888;0.0019000;0.0033060;0.0007000;;0.029936;0.005000;-0.001899;0.002000;;;;
43209;1977;03;07;;-0.233982;0.015000;0.271818;0.015000;;0.4845607;0.0019000;0.0033450;0.0007000;;0.030017;0.005000;-0.001669;0.002000;;;;
43210;1977;03;08;;-0.234482;0.015000;0.275518;0.015000;;0.4812376;0.0019000;0.0033020;0.0007000;;0.029908;0.005000;-0.001630;0.002000;;;;
43211;1977;03;09;;-0.234882;0.015000;0.279118;0.015000;;0.4779884;0.0019000;0.0031960;0.0007000;;0.029717;0.005000;-0.001819;0.002000;;;;
43212;1977;03;10;;-0.235281;0.015000;0.282719;0.015000;;0.4748543;0.0019000;0.0030620;0.0007000;;0.029584;0.005000;-0.002075;0.002000;;;;
43213;1977;03;11;;-0.235581;0.015000;0.286419;0.015000;;0.4718602;0.0019000;0.0029510;0.0007000;;0.029526;0.005000;-0.002248;0.002000;;;;
43214;1977;03;12;;-0.235781;0.015000;0.290019;0.015000;;0.4689480;0.0019000;0.0028830;0.0007000;;0.029454;0.005000;-0.002333;0.002000;;;;
43215;1977;03;13;;-0.235781;0.015000;0.293619;0.015000;;0.4660659;0.0019000;0.0028910;0.0007000;;0.029326;0.005000;-0.002417;0.002000;;;;
43216;1977;03;14;;-0.235780;0.015000;0.297220;0.015000;;0.4631568;0.0019000;0.0029450;0.0007000;;0.029235;0.005000;-0.002535;0.002000;;;;
43217;1977;03;15;;-0.235680;0.015000;0.300820;0.015000;;0.4601616;0.0019000;0.0030480;0.0007000;;0.029318;0.005000;-0.002625;0.002000;;;;
43218;1977;03;16;;-0.235480;0.015000;0.304320;0.015000;;0.4570435;0.0019000;0.0031800;0.0007000;;0.029571;0.005000;-0.002615;0.002000;;;;
43219;1977;03;17;;-0.235280;0.015000;0.307920;0.015000;;0.4538154;0.0019000;0.0033030;0.0007000;;0.029818;0.005000;-0.002510;0.002000;;;;
43220;1977;03;18;;-0.234879;0.015000;0.311521;0.015000;;0.4504472;0.0019000;0.0033970;0.0007000;;0.029902;0.005000;-0.002403;0.002000;;;;
43221;1977;03;19;;-0.234379;0.015000;0.315021;0.015000;;0.4470271;0.0019000;0.0034370;0.0007000;;0.029853;0.005000;-0.002399;0.002000;;;;
43222;1977;03;20;;-0.233879;0.015000;0.318521;0.015000;;0.4435880;0.0019000;0.0034330;0.0007000;;0.029818;0.005000;-0.002534;0.002000;;;;
43223;1977;03;21;;-0.233178;0.015000;0.322022;0.015000;;0.4401718;0.0019000;0.0033850;0.0007000;;0.029849;0.005000;-0.002760;0.002000;;;;
43224;1977;03;22;;-0.232478;0.015000;0.325522;0.015000;;0.4368237;0.0019000;0.0033180;0.0007000;;0.029863;0.005000;-0.002990;0.002000;;;;
43225;1977;03;23;;-0.231678;0.015000;0.329022;0.015000;;0.4335376;0.0019000;0.0032360;0.0007000;;0.029808;0.005000;-0.003167;0.002000;;;;
43226;1977;03;24;;-0.230778;0.015000;0.332522;0.015000;;0.4303494;0.0019000;0.0031430;0.0007000;;0.029759;0.005000;-0.003298;0.002000;;;;
43227;1977;03;25;;-0.229777;0.015000;0.335923;0.015000;;0.4272443;0.0019000;0.0030710;0.0007000;;0.029808;0.005000;-0.003423;0.002000;;;;
43228;1977;03;26;;-0.228677;0.015000;0.339323;0.015000;;0.4242062;0.0019000;0.0030210;0.0007000;;0.029926;0.005000;-0.003535;0.002000;;;;
43229;1977;03;27;;-0.227477;0.015000;0.342623;0.015000;;0.4211980;0.0019000;0.0030030;0.0007000;;0.030047;0.005000;-0.003557;0.002000;;;;
43230;1977;03;28;;-0.226276;0.015000;0.345924;0.015000;;0.4181859;0.0019000;0.0030300;0.0007000;;0.030207;0.005000;-0.003420;0.002000;;;;
43231;1977;03;29;;-0.224876;0.015000;0.349224;0.015000;;0.4151228;0.0019000;0.0031020;0.0007000;;0.030478;0.005000;-0.003180;0.002000;;;;
43232;1977;03;30;;-0.223476;0.015000;0.352424;0.015000;;0.4119776;0.0019000;0.0032040;0.0007000;;0.030776;0.005000;-0.003031;0.002000;;;;
43233;1977;03;31;;-0.221976;0.015000;0.355624;0.015000;;0.4087055;0.0019000;0.0033340;0.0007000;;0.030900;0.005000;-0.003127;0.002000;;;;
43234;1977;04;01;;-0.220375;0.015000;0.358825;0.015000;;0.4052984;0.0019000;0.0034700;0.0007000;;0.030813;0.005000;-0.003388;0.002000;;;;
43235;1977;04;02;;-0.218775;0.015000;0.361925;0.015000;;0.4017732;0.0019000;0.0035820;0.0007000;;0.030723;0.005000;-0.003547;0.002000;;;;
43236;1977;04;03;;-0.217075;0.015000;0.364925;0.015000;;0.3981631;0.0019000;0.0036250;0.0007000;;0.030795;0.005000;-0.003433;0.002000;;;;
43237;1977;04;04;;-0.215275;0.015000;0.367925;0.015000;;0.3945510;0.0019000;0.0035950;0.0007000;;0.030922;0.005000;-0.003190;0.002000;;;;
43238;1977;04;05;;-0.213374;0.015000;0.370926;0.015000;;0.3910098;0.0019000;0.0034840;0.0007000;;0.030894;0.005000;-0.003118;0.002000;;;;
43239;1977;04;06;;-0.211474;0.015000;0.373826;0.015000;;0.3876107;0.0019000;0.0033080;0.0007000;;0.030679;0.005000;-0.003321;0.002000;;;;
43240;1977;04;07;;-0.209474;0.015000;0.376726;0.015000;;0.3843966;0.0019000;0.0031420;0.0007000;;0.030433;0.005000;-0.003620;0.002000;;;;
43241;1977;04;08;;-0.207473;0.015000;0.379627;0.015000;;0.3813254;0.0019000;0.0030170;0.0007000;;0.030295;0.005000;-0.003806;0.002000;;;;
43242;1977;04;09;;-0.205373;0.015000;0.382427;0.015000;;0.3783423;0.0019000;0.0029590;0.0007000;;0.030278;0.005000;-0.003852;0.002000;;;;
43243;1977;04;10;;-0.203173;0.015000;0.385127;0.015000;;0.3753792;0.0019000;0.0029580;0.0007000;;0.030302;0.005000;-0.003857;0.002000;;;;
43244;1977;04;11;;-0.200973;0.015000;0.387827;0.015000;;0.3724020;0.0019000;0.0030210;0.0007000;;0.030306;0.005000;-0.003876;0.002000;;;;
43245;1977;04;12;;-0.198772;0.015000;0.390528;0.015000;;0.3693299;0.0019000;0.0031130;0.0007000;;0.030320;0.005000;-0.003894;0.002000;;;;
43246;1977;04;13;;-0.196472;0.015000;0.393228;0.015000;;0.3661757;0.0019000;0.0032040;0.0007000;;0.030425;0.005000;-0.003892;0.002000;;;;
43247;1977;04;14;;-0.194172;0.015000;0.395828;0.015000;;0.3629276;0.0019000;0.0032760;0.0007000;;0.030612;0.005000;-0.003870;0.002000;;;;
43248;1977;04;15;;-0.191772;0.015000;0.398328;0.015000;;0.3596345;0.0019000;0.0033140;0.0007000;;0.030757;0.005000;-0.003826;0.002000;;;;
43249;1977;04;16;;-0.189471;0.015000;0.400829;0.015000;;0.3563023;0.0019000;0.0033350;0.0007000;;0.030766;0.005000;-0.003761;0.002000;;;;
43250;1977;04;17;;-0.187071;0.015000;0.403329;0.015000;;0.3529772;0.0019000;0.0033200;0.0007000;;0.030675;0.005000;-0.003710;0.002000;;;;
43251;1977;04;18;;-0.184571;0.015000;0.405829;0.015000;;0.3496791;0.0019000;0.0032610;0.0007000;;0.030574;0.005000;-0.003744;0.002000;;;;
43252;1977;04;19;;-0.182170;0.015000;0.408230;0.015000;;0.3464569;0.0019000;0.0031830;0.0007000;;0.030503;0.005000;-0.003895;0.002000;;;;
43253;1977;04;20;;-0.179670;0.015000;0.410630;0.015000;;0.3433028;0.0019000;0.0031180;0.0007000;;0.030477;0.005000;-0.004110;0.002000;;;;
43254;1977;04;21;;-0.177270;0.015000;0.412930;0.015000;;0.3402147;0.0019000;0.0030610;0.0007000;;0.030525;0.005000;-0.004295;0.002000;;;;
43255;1977;04;22;;-0.174770;0.015000;0.415230;0.015000;;0.3371705;0.0019000;0.0030310;0.0007000;;0.030630;0.005000;-0.004413;0.002000;;;;
43256;1977;04;23;;-0.172269;0.015000;0.417531;0.015000;;0.3341514;0.0019000;0.0030260;0.0007000;;0.030679;0.005000;-0.004494;0.002000;;;;
43257;1977;04;24;;-0.169769;0.015000;0.419831;0.015000;;0.3311153;0.0019000;0.0030520;0.0007000;;0.030602;0.005000;-0.004539;0.002000;;;;
43258;1977;04;25;;-0.167269;0.015000;0.422031;0.015000;;0.3280321;0.0019000;0.0031210;0.0007000;;0.030547;0.005000;-0.004486;0.002000;;;;
43259;1977;04;26;;-0.164669;0.015000;0.424231;0.015000;;0.3248700;0.0019000;0.0032100;0.0007000;;0.030758;0.005000;-0.004298;0.002000;;;;
43260;1977;04;27;;-0.162168;0.015000;0.426432;0.015000;;0.3215919;0.0019000;0.0033300;0.0007000;;0.031210;0.005000;-0.004076;0.002000;;;;
43261;1977;04;28;;-0.159668;0.015000;0.428532;0.015000;;0.3181937;0.0019000;0.0034680;0.0007000;;0.031534;0.005000;-0.004003;0.002000;;;;
43262;1977;04;29;;-0.157068;0.015000;0.430632;0.015000;;0.3146576;0.0019000;0.0036010;0.0007000;;0.031448;0.005000;-0.004132;0.002000;;;;
43263;1977;04;30;;-0.154567;0.015000;0.432733;0.015000;;0.3109924;0.0019000;0.0037010;0.0007000;;0.031106;0.005000;-0.004269;0.002000;;;;
43264;1977;05;01;;-0.152067;0.015000;0.434833;0.015000;;0.3072673;0.0019000;0.0037370;0.0007000;;0.030850;0.005000;-0.004195;0.002000;;;;
43265;1977;05;02;;-0.149467;0.015000;0.436833;0.015000;;0.3035552;0.0019000;0.0036930;0.0007000;;0.030762;0.005000;-0.003961;0.002000;;;;
43266;1977;05;03;;-0.146867;0.015000;0.438933;0.015000;;0.2999150;0.0019000;0.0035680;0.0007000;;0.030667;0.005000;-0.003851;0.002000;;;;
43267;1977;05;04;;-0.144266;0.015000;0.440934;0.015000;;0.2964229;0.0019000;0.0034140;0.0007000;;0.030461;0.005000;-0.004007;0.002000;;;;
43268;1977;05;05;;-0.141666;0.015000;0.442834;0.015000;;0.2930838;0.0019000;0.0032680;0.0007000;;0.030224;0.005000;-0.004264;0.002000;;;;
43269;1977;05;06;;-0.139066;0.015000;0.444834;0.015000;;0.2898796;0.0019000;0.0031590;0.0007000;;0.030092;0.005000;-0.004403;0.002000;;;;
43270;1977;05;07;;-0.136366;0.015000;0.446734;0.015000;;0.2867445;0.0019000;0.0031200;0.0007000;;0.030140;0.005000;-0.004420;0.002000;;;;
43271;1977;05;08;;-0.133665;0.015000;0.448635;0.015000;;0.2836324;0.0019000;0.0031320;0.0007000;;0.030307;0.005000;-0.004432;0.002000;;;;
43272;1977;05;09;;-0.130965;0.015000;0.450535;0.015000;;0.2804842;0.0019000;0.0031570;0.0007000;;0.030389;0.005000;-0.004461;0.002000;;;;
43273;1977;05;10;;-0.128165;0.015000;0.452335;0.015000;;0.2773091;0.0019000;0.0031900;0.0007000;;0.030232;0.005000;-0.004450;0.002000;;;;
43274;1977;05;11;;-0.125364;0.015000;0.454136;0.015000;;0.2740999;0.0019000;0.0032020;0.0007000;;0.029953;0.005000;-0.004401;0.002000;;;;
43275;1977;05;12;;-0.122464;0.015000;0.455936;0.015000;;0.2709038;0.0019000;0.0031850;0.0007000;;0.029825;0.005000;-0.004373;0.002000;;;;
43276;1977;05;13;;-0.119564;0.015000;0.457636;0.015000;;0.2677417;0.0019000;0.0031350;0.0007000;;0.029922;0.005000;-0.004370;0.002000;;;;
43277;1977;05;14;;-0.116564;0.015000;0.459336;0.015000;;0.2646545;0.0019000;0.0030540;0.0007000;;0.030034;0.005000;-0.004326;0.002000;;;;
43278;1977;05;15;;-0.113563;0.015000;0.460937;0.015000;;0.2616514;0.0019000;0.0029390;0.0007000;;0.029946;0.005000;-0.004221;0.002000;;;;
43279;1977;05;16;;-0.110463;0.015000;0.462537;0.015000;;0.2587703;0.0019000;0.0028210;0.0007000;;0.029674;0.005000;-0.004152;0.002000;;;;
43280;1977;05;17;;-0.107263;0.015000;0.464137;0.015000;;0.2560071;0.0019000;0.0027050;0.0007000;;0.029404;0.005000;-0.004234;0.002000;;;;
43281;1977;05;18;;-0.104063;0.015000;0.465637;0.015000;;0.2533560;0.0019000;0.0025920;0.0007000;;0.029301;0.005000;-0.004448;0.002000;;;;
43282;1977;05;19;;-0.100762;0.015000;0.467138;0.015000;;0.2508149;0.0019000;0.0025050;0.0007000;;0.029391;0.005000;-0.004649;0.002000;;;;
43283;1977;05;20;;-0.097462;0.015000;0.468538;0.015000;;0.2483347;0.0019000;0.0024600;0.0007000;;0.029554;0.005000;-0.004729;0.002000;;;;
43284;1977;05;21;;-0.094062;0.015000;0.469938;0.015000;;0.2458916;0.0019000;0.0024320;0.0007000;;0.029597;0.005000;-0.004727;0.002000;;;;
43285;1977;05;22;;-0.090561;0.015000;0.471239;0.015000;;0.2434464;0.0019000;0.0024540;0.0007000;;0.029422;0.005000;-0.004742;0.002000;;;;
43286;1977;05;23;;-0.086961;0.015000;0.472539;0.015000;;0.2409613;0.0019000;0.0025130;0.0007000;;0.029175;0.005000;-0.004773;0.002000;;;;
43287;1977;05;24;;-0.083361;0.015000;0.473739;0.015000;;0.2384002;0.0019000;0.0026020;0.0007000;;0.029170;0.005000;-0.004728;0.002000;;;;
43288;1977;05;25;;-0.079661;0.015000;0.474939;0.015000;;0.2357500;0.0019000;0.0027100;0.0007000;;0.029530;0.005000;-0.004563;0.002000;;;;
43289;1977;05;26;;-0.075860;0.015000;0.476040;0.015000;;0.2329889;0.0019000;0.0028210;0.0007000;;0.029966;0.005000;-0.004368;0.002000;;;;
43290;1977;05;27;;-0.072060;0.015000;0.477140;0.015000;;0.2301248;0.0019000;0.0029150;0.0007000;;0.030057;0.005000;-0.004248;0.002000;;;;
43291;1977;05;28;;-0.068160;0.015000;0.478140;0.015000;;0.2271736;0.0019000;0.0029670;0.0007000;;0.029718;0.005000;-0.004168;0.002000;;;;
43292;1977;05;29;;-0.064160;0.015000;0.479040;0.015000;;0.2242005;0.0019000;0.0029680;0.0007000;;0.029223;0.005000;-0.004009;0.002000;;;;
43293;1977;05;30;;-0.060159;0.015000;0.480041;0.015000;;0.2212593;0.0019000;0.0029010;0.0007000;;0.028820;0.005000;-0.003801;0.002000;;;;
43294;1977;05;31;;-0.056159;0.015000;0.480841;0.015000;;0.2184252;0.0019000;0.0027820;0.0007000;;0.028537;0.005000;-0.003741;0.002000;;;;
43295;1977;06;01;;-0.051959;0.015000;0.481741;0.015000;;0.2157001;0.0019000;0.0026470;0.0007000;;0.028316;0.005000;-0.003918;0.002000;;;;
43296;1977;06;02;;-0.047758;0.015000;0.482442;0.015000;;0.2131109;0.0019000;0.0025490;0.0007000;;0.028152;0.005000;-0.004147;0.002000;;;;
43297;1977;06;03;;-0.043558;0.015000;0.483242;0.015000;;0.2105848;0.0019000;0.0025050;0.0007000;;0.028088;0.005000;-0.004214;0.002000;;;;
43298;1977;06;04;;-0.039258;0.015000;0.483842;0.015000;;0.2080907;0.0019000;0.0025100;0.0007000;;0.028184;0.005000;-0.004152;0.002000;;;;
43299;1977;06;05;;-0.034958;0.015000;0.484542;0.015000;;0.2055515;0.0019000;0.0025610;0.0007000;;0.028415;0.005000;-0.004141;0.002000;;;;
43300;1977;06;06;;-0.030557;0.015000;0.485143;0.015000;;0.2029674;0.0019000;0.0026050;0.0007000;;0.028539;0.005000;-0.004220;0.002000;;;;
